,Row.names,ACCNUM,SYMBOL,GO,Control1_Exp1,Control2_Exp2,Control3_Exp3
18627,10457778,NA,Gm10551,predicted gene 10551,-1.47929104,0.953069778,-0.768209344
18628,10457780,NA,Garem,"GRB2 associated, regulator of MAPK1",0.187614587,0.558579342,-0.521854187
18629,10457787,NA,Klhl14,kelch-like 14,-0.380640688,-0.423457773,0.810435498
18630,10457798,NA,Ccdc178,coiled coil domain containing 178,0.197130177,-0.060640716,0.082160012
18631,10457820,NA,Nol4,nucleolar protein 4,-0.264853245,0.978928344,0.295980774
18632,10457834,NA,Nol4,nucleolar protein 4,0.443669126,0.888368279,1.370829358
18633,10457836,NA,Nol4,nucleolar protein 4,0.310057348,-0.404576766,0.170272512
18634,10457838,NA,Zscan30,zinc finger and SCAN domain containing 30,-0.19591338,0.928326253,-0.533724933
18635,10457844,NA,Zfp191,zinc finger protein 191,-0.399786372,0.603903812,-0.054276071
18636,10457853,NA,Ino80c,INO80 complex subunit C,0.434653613,-0.518802732,-0.481752159
18637,10457860,NA,Mir187,microRNA 187,0.246936613,-0.341612049,0.933664288
18638,10457862,NA,Rprd1a,regulation of nuclear pre-mRNA domain containing 1A,0.486222756,0.432619811,-1.105946549
18639,10457872,NA,Slc39a6,"solute carrier family 39 (metal ion transporter), member 6",0.248535496,1.374144458,-0.75963778
18641,10457886,NA,Gm9960,predicted gene 9960,0.318042503,-0.1670999,-0.271594124
18642,10457888,NA,Tpgs2,tubulin polyglutamylase complex subunit 2,0.178406214,0.63923501,-0.499522995
18643,10457895,NA,Celf4,"CUGBP, Elav-like family member 4",0.165421006,-0.374480982,0.363728847
18646,10457920,NA,Rps25,ribosomal protein S25,0.100766244,0.169460566,-0.649130786
18647,10457922,NA,Rpl29,ribosomal protein L29,0.417485993,0.329436455,-0.614244312
18648,10457924,NA,Bloc1s1,"biogenesis of lysosomal organelles complex-1, subunit 1",0.33435519,-0.62119138,-0.761607072
18650,10457929,NA,Rit2,Ras-like without CAAX 2,-0.283128633,-0.549180135,0.413962128
18652,10457942,NA,Syt4,synaptotagmin IV,-0.047180196,0.06215235,0.570214811
18653,10457948,NA,Slc25a46,"solute carrier family 25, member 46",0.044996316,0.204642107,-1.452160186
18654,10457959,NA,Sft2d3,SFT2 domain containing 3,0.037271039,0.425810059,0.203798637
18655,10457961,NA,Sft2d3,SFT2 domain containing 3,0.235017983,-0.343659754,0.605760805
18656,10457963,NA,Gpr17,G protein-coupled receptor 17,0.211596578,-0.212781099,0.418171717
18657,10457967,NA,Myo7b,myosin VIIB,0.241321326,-0.44623571,0.367831098
18658,10458016,NA,Proc,protein C,0.664591105,-0.349285064,0.452458951
18659,10458028,NA,Gypc,glycophorin C,-0.583290643,-0.215516079,0.530683758
18660,10458033,NA,Stard4,StAR-related lipid transfer (START) domain containing 4,-0.216666475,-0.323031784,0.413778023
18661,10458044,NA,Osgep,O-sialoglycoprotein endopeptidase,0.293566818,0.460603387,-0.281401177
18662,10458046,NA,Nrep,neuronal regeneration related protein,0.189837771,0.075883404,-0.366627769
18663,10458052,NA,Epb4.1l4a,erythrocyte protein band 4.1-like 4a,0.196392096,0.655980364,-0.264316711
18666,10458086,NA,Gm10548,ribosomal protein L29 pseudogene,-0.309834121,0.165639464,-0.503881036
18667,10458088,NA,Gm10548,ribosomal protein L29 pseudogene,-1.012198205,-0.637179309,-0.755306168
18668,10458090,NA,Reep5,receptor accessory protein 5,1.046907596,0.743451946,-0.674658865
18669,10458098,NA,Fam13b,"family with sequence similarity 13, member B",-0.174851657,0.839570426,-1.058480629
18670,10458122,NA,Nme5,NME/NM23 family member 5,0.405698986,-0.732447104,0.067435651
18671,10458130,NA,4933408B17Rik,RIKEN cDNA 4933408B17 gene,0.506657758,0.062051435,0.972987425
18672,10458138,NA,Brd8,bromodomain containing 8,-0.00786049,0.167626685,0.257939192
18673,10458164,NA,Cdc23,CDC23 cell division cycle 23,-0.015665347,0.907791508,-0.832733621
18674,10458183,NA,Gfra3,glial cell line derived neurotrophic factor family receptor alpha 3,-0.027873201,-0.11699911,0.294083283
18675,10458195,NA,Cdc25c,cell division cycle 25C,0.134087073,0.014500493,0.577833372
18676,10458213,NA,Etf1,eukaryotic translation termination factor 1,0.14069588,0.083214969,-0.052913398
18677,10458226,NA,Hspa9,heat shock protein 9,0.101735504,0.390394116,-0.252303509
18679,10458247,NA,Lrrtm2,leucine rich repeat transmembrane neuronal 2,-0.829234862,0.608409253,-1.485503676
18680,10458251,NA,Sil1,endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae),0.094254681,0.1566624,-0.628920911
18681,10458262,NA,Slc23a1,"solute carrier family 23 (nucleobase transporters), member 1",0.387673698,-0.224869906,-0.341630387
18682,10458278,NA,Mzb1,marginal zone B and B1 cell-specific protein 1,0.470125271,-0.314142708,0.14716207
18683,10458283,NA,Prob1,proline rich basic protein 1,0.236455377,-0.222655205,0.548087175
18684,10458285,NA,Spata24,spermatogenesis associated 24,-0.012888919,-0.61336403,0.108715546
18685,10458293,NA,Dnajc18,"DnaJ (Hsp40) homolog, subfamily C, member 18",-0.09148349,-0.035737123,-0.943887191
18686,10458303,NA,Ecscr,endothelial cell surface expressed chemotaxis and apoptosis regulator,0.259838596,-0.170255693,-0.144786397
18687,10458314,NA,Tmem173,transmembrane protein 173,-0.114484522,0.288532591,-0.371022452
18688,10458323,NA,Nrg2,neuregulin 2,-0.233683285,-0.448523485,0.409716297
18689,10458334,NA,Pfdn1,prefoldin 1,0.186154186,0.60732084,-0.694223651
18690,10458340,NA,Hbegf,heparin-binding EGF-like growth factor,-0.375824129,-0.189562719,0.873142393
18691,10458349,NA,Sra1,steroid receptor RNA activator 1,-0.379542264,0.61791484,-0.4196116
18692,10458355,NA,Apbb3,"amyloid beta (A4) precursor protein-binding, family B, member 3",-0.600739851,0.270953323,0.103300971
18693,10458368,NA,E230025N22Rik,Riken cDNA E230025N22 gene,-0.138990256,-0.349266999,0.280129306
18694,10458382,NA,Cd14,CD14 antigen,0.853661023,-0.650436175,-0.297071636
18695,10458386,NA,Ndufa2,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2",-0.144972858,0.725547453,-2.634369978
18696,10458391,NA,Dnd1,dead end homolog 1 (zebrafish),-0.246791152,-0.553670816,-0.116740452
18697,10458398,NA,Hars,histidyl-tRNA synthetase,-0.039949087,0.06409039,0.507626465
18698,10458415,NA,Pcdha11,protocadherin alpha 11,0.103312475,-0.19989166,0.004947939
18699,10458417,NA,Gm10544,predicted gene 10544,0.333391098,-0.703679752,-0.074665286
18700,10458419,NA,Slc25a2,"solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2",-1.210475131,0.919380189,0.523796921
18701,10458424,NA,Taf7,"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor",0.267518499,0.125086226,-0.478876953
18702,10458428,NA,Uxt,ubiquitously expressed transcript,0.898025196,1.110697577,-0.293421217
18703,10458430,NA,Diap1,diaphanous homolog 1 (Drosophila),0.145105419,0.169507636,0.332210263
18704,10458461,NA,Hdac3,histone deacetylase 3,-0.21153412,-0.172794359,-0.538651901
18705,10458478,NA,Fchsd1,FCH and double SH3 domains 1,0.016461264,-0.45533744,0.540528195
18706,10458498,NA,Arap3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",0.131198558,-0.290084341,0.389372146
18707,10458534,NA,Pcdh1,protocadherin 1,0.30715162,-0.566154003,0.183573599
18709,10458540,NA,Pcdh12,protocadherin 12,0.613283263,0.406798702,-0.028285394
18711,10458555,NA,Spry4,sprouty homolog 4 (Drosophila),-0.457926723,1.225157082,-0.110266461
18712,10458560,NA,Fgf1,fibroblast growth factor 1,0.028205941,-0.212363811,0.158036502
18713,10458569,NA,Nr3c1,"nuclear receptor subfamily 3, group C, member 1",0.188338076,0.202356235,-0.930833323
18715,10458583,NA,Yipf5,"Yip1 domain family, member 5",-0.519355598,1.168891554,-2.299842788
18716,10458589,NA,Prelid2,PRELI domain containing 2,-0.137176713,-0.179655619,-0.007494247
18717,10458597,NA,Grxcr2,"glutaredoxin, cysteine rich 2",0.393703275,0.249107525,0.454973757
18718,10458601,NA,Plac8l1,PLAC8-like 1,-0.06544383,-0.036120029,-0.329683131
18719,10458607,NA,Lars,leucyl-tRNA synthetase,-0.087153443,0.400571213,-0.583166089
18720,10458641,NA,Gpr151,G protein-coupled receptor 151,0.416378926,-0.149751911,0.143808304
18721,10458645,NA,Ppp2r2b,"protein phosphatase 2, regulatory subunit B, beta",-0.011175242,-0.036642461,0.338464457
18723,10458663,NA,Dpysl3,dihydropyrimidinase-like 3,-0.687911478,0.116359699,0.736800554
18725,10458685,NA,Jakmip2,janus kinase and microtubule interacting protein 2,0.114149985,-0.308602969,0.318934488
18726,10458704,NA,Spink3,"serine peptidase inhibitor, Kazal type 3",-0.136165039,-0.463576163,0.318512468
18727,10458709,NA,Gm94,predicted gene 94,0.026037706,-0.661243025,0.148384622
18728,10458714,NA,Gm10267,predicted gene 10267,-0.296840819,-0.100559518,0.095678439
18729,10458719,NA,Spinkl,"serine protease inhibitor, Kazal type-like",-0.040845032,0.074242494,-0.069077955
18730,10458725,NA,Spink11,"serine peptidase inhibitor, Kazal type 11",-0.138229034,-0.488417964,0.252460419
18731,10458731,NA,Mcc,mutated in colorectal cancers,-0.528849175,0.651423956,-0.462167805
18737,10458767,NA,Trim36,tripartite motif-containing 36,-0.17966002,-0.594670079,0.184480607
18738,10458782,NA,Pggt1b,"protein geranylgeranyltransferase type I, beta subunit",-0.886268469,0.410201769,-0.490118335
18739,10458784,NA,Pggt1b,"protein geranylgeranyltransferase type I, beta subunit",0.67460501,1.234272767,0.097287124
18740,10458794,NA,Ccdc112,coiled-coil domain containing 112,-1.0692446,-0.141725013,0.563306376
18742,10458806,NA,Mospd4,motile sperm domain containing 4,0.005509606,-0.086652735,0.439940355
18743,10458808,NA,Fem1c,fem-1 homolog c (C.elegans),-0.454232403,0.495899165,-0.071093697
18744,10458816,NA,Ticam2,toll-like receptor adaptor molecule 2,0.116409621,-0.360280097,0.26717271
18745,10458823,NA,Tmed7,transmembrane emp24 protein transport domain containing 7,-0.890301649,1.19323938,-0.950558043
18746,10458828,NA,Cdo1,"cysteine dioxygenase 1, cytosolic",-0.027835973,-0.988959646,-0.052308208
18747,10458834,NA,Atg12,autophagy related 12,-0.383189327,0.734682966,-0.412878855
18748,10458841,NA,Ube2l3,ubiquitin-conjugating enzyme E2L 3,0.21954941,-0.859999917,-0.170352038
18749,10458843,NA,Sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",-0.640663529,0.51630773,0.069762118
18752,10458875,NA,Dtwd2,DTW domain containing 2,-0.059757896,0.347560789,-0.033979512
18754,10458884,NA,Hdhd1a,haloacid dehalogenase-like hydrolase domain containing 1A,0.219475279,-0.445188714,-0.059285673
18758,10458894,NA,Lox,lysyl oxidase,-1.031146163,-0.20068327,-0.692993621
18759,10458906,NA,Ppic,peptidylprolyl isomerase C,0.790043694,1.319019411,-0.22268448
18760,10458913,NA,Cep120,centrosomal protein 120,-1.242537075,0.091267045,-0.138948291
18762,10458940,NA,Zfp608,zinc finger protein 608,-0.330417348,0.294265833,-0.126165836
18765,10458960,NA,Aldh7a1,"aldehyde dehydrogenase family 7, member A1",-0.117712181,0.491515196,-0.123529787
18766,10458983,NA,3-Mar,membrane-associated ring finger (C3HC4) 3,-0.443273357,0.291870108,-0.465464934
18767,10458992,NA,C330018D20Rik,RIKEN cDNA C330018D20 gene,0.184193534,-0.437315851,0.307738423
18769,10458999,NA,Fbn2,fibrillin 2,0.167864523,-0.322426338,-0.065802291
18770,10459066,NA,Gm4841,predicted gene 4841,0.036821685,-0.199390209,0.427612874
18771,10459071,NA,Smim3,small integral membrane protein 3,-0.157578645,-0.156892263,-0.680365181
18772,10459075,NA,Myoz3,myozenin 3,0.228891407,0.130207226,0.213881301
18773,10459084,NA,Synpo,synaptopodin,-0.507491491,-0.053006927,0.418517132
18774,10459089,NA,Ndst1,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1,-1.389877257,0.754896854,-0.372809586
18775,10459109,NA,Tcof1,"Treacher Collins Franceschetti syndrome 1, homolog",-0.035657875,-0.066629969,-0.033598758
18776,10459138,NA,Slc6a7,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7",0.104636419,0.15320485,0.58884808
18777,10459153,NA,Cdx1,caudal type homeobox 1,-0.191515284,-0.497159363,0.704505681
18778,10459158,NA,Hmgxb3,HMG box domain containing 3,-0.035535718,0.038588143,-0.012566707
18779,10459183,NA,Slc26a2,"solute carrier family 26 (sulfate transporter), member 2",-0.246224557,0.360395751,0.12886384
18780,10459188,NA,Rps2,ribosomal protein S2,0.377038654,0.0902092,0.627286928
18781,10459193,NA,Ppargc1b,"peroxisome proliferative activated receptor, gamma, coactivator 1 beta",0.157670617,-0.550768653,0.31261212
18782,10459208,NA,Mir378,microRNA 378,0.23085317,-0.085443373,0.375354235
18783,10459210,NA,Arhgef37,Rho guanine nucleotide exchange factor (GEF) 37,0.187520621,-0.91266449,0.337307385
18784,10459225,NA,Mir145,microRNA 145,-0.286434307,-0.503729305,3.981240898
18785,10459227,NA,Mir143,microRNA 143,0.39258367,-0.630331555,0.35159784
18786,10459229,NA,Pcyox1l,prenylcysteine oxidase 1 like,0.353883101,-0.199389985,0.683539161
18787,10459236,NA,Grpel2,"GrpE-like 2, mitochondrial",-0.357847519,0.04836697,0.221730505
18788,10459241,NA,Afap1l1,actin filament associated protein 1-like 1,0.157082368,-0.541888851,0.695160329
18789,10459262,NA,Ablim3,"actin binding LIM protein family, member 3",-0.250561693,-0.359877009,0.368933716
18790,10459288,NA,Adrb2,"adrenergic receptor, beta 2",-0.194165153,0.057871571,0.363520954
18791,10459292,NA,Gm9876,predicted gene 9876,-0.411863682,-0.320410387,-0.20287817
18793,10459296,NA,Fbxo38,F-box protein 38,-0.541681012,1.141104627,-0.08230232
18794,10459319,NA,Spink7,"serine peptidase inhibitor, Kazal type 7 (putative)",0.288655282,-0.194960339,0.386141436
18795,10459324,NA,Spink13,"serine peptidase inhibitor, Kazal type 13",-0.126048449,-0.527509556,0.984290226
18796,10459329,NA,2700046A07Rik,RIKEN cDNA 2700046A07 gene,-0.14375632,-0.261312464,0.189245131
18797,10459335,NA,Piezo2,piezo-type mechanosensitive ion channel component 2,0.605580679,0.811039463,0.373139662
18798,10459353,NA,Piezo2,piezo-type mechanosensitive ion channel component 2,0.306328863,-0.094855784,0.549214261
18799,10459363,NA,Piezo2,piezo-type mechanosensitive ion channel component 2,0.330405261,-0.133487823,0.502448345
18800,10459375,NA,Txnl1,thioredoxin-like 1,-0.140031501,0.636134559,-0.70451366
18803,10459391,NA,Fech,ferrochelatase,0.002286378,0.11473795,0.10266768
18804,10459405,NA,Nars,asparaginyl-tRNA synthetase,-0.05232354,0.282118604,0.005873875
18805,10459421,NA,Atp8b1,"ATPase, class I, type 8B, member 1",-0.684232222,0.876173375,-0.166547238
18806,10459452,NA,A330084C13Rik,RIKEN cDNA A330084C13 gene,0.005649823,0.171117318,0.149713872
18807,10459455,NA,Alpk2,alpha-kinase 2,-0.059815996,-0.122033754,0.347543401
18810,10459471,NA,Rax,retina and anterior neural fold homeobox,-0.623790833,-0.334773663,0.665521127
18811,10459475,NA,Cplx4,complexin 4,0.059764917,-0.275601605,-0.162234593
18812,10459481,NA,Lman1,"lectin, mannose-binding, 1",-0.513029368,1.942115765,-1.335799979
18813,10459496,NA,Ccbe1,collagen and calcium binding EGF domains 1,0.258514686,-0.263311188,0.472657989
18814,10459510,NA,Mir694,microRNA 694,-0.367136398,-0.151698343,0.331754059
18815,10459512,NA,Mc4r,melanocortin 4 receptor,0.057449591,-0.572323449,0.805249992
18816,10459518,NA,Mppe1,metallophosphoesterase 1,-0.269782212,-0.242980611,0.016647635
18817,10459530,NA,B430212C06Rik,RIKEN cDNA B430212C06 gene,0.271823123,-0.147854159,0.667476255
18818,10459534,NA,Afg3l2,AFG3(ATPase family gene 3)-like 2 (yeast),-0.670156978,-0.107731041,-0.082573532
18819,10459552,NA,Spire1,spire homolog 1 (Drosophila),-0.944265372,1.123077011,-0.8236312
18820,10459576,NA,Cep76,centrosomal protein 76,0.460514258,0.401008305,-0.215405179
18821,10459590,NA,Ptpn2,"protein tyrosine phosphatase, non-receptor type 2",-0.340864383,0.28957848,-0.304325188
18822,10459602,NA,Ptpn2,"protein tyrosine phosphatase, non-receptor type 2",-0.979351679,1.21199661,-1.511109514
18823,10459604,NA,Fam210a,"family with sequence similarity 210, member A",-0.631376608,1.097077927,-0.974693443
18824,10459611,NA,Mc2r,melanocortin 2 receptor,0.013080738,-0.807683217,0.072272064
18825,10459614,NA,4930546C10Rik,RIKEN cDNA 4930546C10 gene,0.012078973,-0.51291968,0.540737496
18827,10459620,NA,Rab27b,"RAB27b, member RAS oncogene family",0.666527701,-0.362393946,0.248457221
18828,10459633,NA,Dynap,dynactin associated protein,-0.116518144,0.012959771,0.298264761
18830,10459643,NA,4930503L19Rik,RIKEN cDNA 4930503L19 gene,-0.083979019,0.36177475,-0.006521151
18831,10459655,NA,Poli,"polymerase (DNA directed), iota",0.115831776,-0.037972732,-0.189957547
18833,10459671,NA,Dcc,deleted in colorectal carcinoma,0.506872294,-0.447103681,0.323782756
18835,10459705,NA,Smad4,SMAD family member 4,-0.205173074,0.200036917,-0.136152052
18836,10459723,NA,Elac1,elaC homolog 1 (E. coli),-0.148296121,-0.445069898,0.631271877
18837,10459730,NA,Me2,"malic enzyme 2, NAD(+)-dependent, mitochondrial",0.655366971,0.090888587,-0.32915867
18838,10459747,NA,Mapk4,mitogen-activated protein kinase 4,-0.041429058,-0.541040161,0.249383776
18839,10459755,NA,Ska1,spindle and kinetochore associated complex subunit 1,0.077639313,-0.81577226,0.176720389
18840,10459766,NA,Scarna17,small Cajal body-specific RNA 17,0.10535389,-0.052679724,-0.006809027
18843,10459772,NA,Lipg,"lipase, endothelial",0.198014549,-0.332955956,-0.045758335
18844,10459785,NA,Ctif,CBP80/20-dependent translation initiation factor,-0.60673519,0.430341742,-0.144897679
18845,10459799,NA,1700003O11Rik,RIKEN cDNA 1700003O11 gene,0.067675899,-0.448739848,0.738361262
18847,10459804,NA,Katnal2,katanin p60 subunit A-like 2,0.049514168,-0.083653354,0.349041984
18849,10459827,NA,Rnf165,ring finger protein 165,-0.05962227,0.022197664,-0.076373518
18851,10459837,NA,8030462N17Rik,RIKEN cDNA 8030462N17 gene,-0.495385969,0.714297369,0.084710654
18852,10459844,NA,Haus1,"HAUS augmin-like complex, subunit 1",-0.270124856,0.111231337,-0.464621232
18853,10459854,NA,Pstpip2,proline-serine-threonine phosphatase-interacting protein 2,0.405796662,0.499500591,-0.049150545
18854,10459858,NA,Siglec15,sialic acid binding Ig-like lectin 15,-0.058665708,-0.41091035,0.144775286
18855,10459866,NA,Slc14a1,"solute carrier family 14 (urea transporter), member 1",0.030219489,-0.332907511,0.439465534
18856,10459879,NA,Slc14a2,"solute carrier family 14 (urea transporter), member 2",0.213756785,-0.179313001,-0.021106412
18857,10459905,NA,Setbp1,SET binding protein 1,-1.057223387,0.898307439,-1.073245965
18858,10459912,NA,Adnp2,ADNP homeobox 2,0.449275673,0.184518308,-0.243753101
18859,10459918,NA,Rbfa,ribosome binding factor A,0.417688371,-0.787752337,0.517660635
18860,10459925,NA,Pqlc1,PQ loop repeat containing 1,0.040733719,-0.781901916,0.041774127
18861,10459927,NA,Kcng2,"potassium voltage-gated channel, subfamily G, member 2",-0.262741219,-0.279299612,0.476699108
18862,10459930,NA,Ctdp1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1",0.251795297,0.622222303,0.731179468
